content_asli,teks_bersih,score,sentimen,at,panjang_asli,panjang_bersih,thumbsUpCount
"shopee ini tidak jelas saya pesan 3 produk dengan harga 1500 1500 dan 0 itupun ketiganya dapat voucher dari shopee saya sudah klik pesan dan tiba-tiba dibatalkan begitu saja tanpa ada persetujuan dari saya apakah karena saya dapat harga murah ketiga tiganya barang saya tersebut, memang saya pilih metode COD tapi saya sangat kecewa dengan pelayanan shopee",tidak jelas pesan produk harga itu tiga voucher klik pesan tiba tiba batal tanpa tuju harga murah tiga tiga barang sebut memang pilih metode bayar tempat sangat kecewa layan,1,Negatif,2026-05-12 16:11:47,57,29,0
kenapa belanja cod nya di batas? shopee di ponsel temen ku gk gitu saya kecewa di batasi🍃,belanja bayar tempat batas ponsel temen tidak gitu kecewa batas,1,Negatif,2026-05-12 16:08:28,17,10,0
"ihhh aku seneng banget klo belanja di shoppe kaya pada merce"" dan selalu semua ada",ihhh neng banget kalau belanja kaya merce selalu semua,5,Positif,2026-05-12 16:07:39,15,9,0
shopee pengiriman nya lambat banget,kirim lambat banget,2,Negatif,2026-05-12 16:06:08,5,3,0
"distribusi nya lama, kurirnya lelet, masa beli paket datengnya 9 hari. ngelewatin jadwal penting yang harus make barang yang dibeli. jelek, pindah tiktok shop.",distribusi lama kurir lambat masa beli paket datengnya hari ngelewatin jadwal penting make barang beli buruk pindah tiktok shop,2,Negatif,2026-05-12 16:04:06,24,19,0
"sejauh ini, saya menggunakan apk ini nyaman dan aman² saja🥰🥰🥰",jauh guna nyaman aman,5,Positif,2026-05-12 16:02:49,10,4,1
KAPAN YA ! SHOPEE BISA DARK MODE - BIAR ENAK SCORLING PAS MALAM !,kapan dark mode biar enak scorling pas malam,3,Netral,2026-05-12 16:02:47,14,8,0
shoope is the best,shoope is the best,5,Positif,2026-05-12 16:01:55,4,4,0
membantu mencari barang yang diperlukan..,bantu cari barang perlu,5,Positif,2026-05-12 16:01:18,5,4,0
aplikasi memudahkan mencari barang yang sesuai dengan kebutuhan,mudah cari barang sesuai butuh,5,Positif,2026-05-12 15:58:31,8,5,0
"Tolong di perbaiki bug nya, tiap scroll toko atau produk selalu nge glitch balik ke atas mulu gabisa di scrol, ini masalah jangan di spelein bikin ngerugiin!!! aplikasi udah update mentok paling baru",baik bug tiap scroll toko produk selalu nge glitch balik atas mulu gabisa scrol masalah jangan spelein bikin ngerugiin update mentok paling baru,5,Positif,2026-05-12 15:57:53,33,23,0
kemudahan dan akun platinum banyak promo ongkir dan belanja lebih murah dari toko konvensional belanja murah tanpa repot,mudah akun platinum banyak promo ongkos kirim belanja lebih murah toko konvensional belanja murah tanpa repot,5,Positif,2026-05-12 15:57:33,18,16,0
bagus babget,bagus babget,3,Netral,2026-05-12 15:55:57,2,2,0
biaya dll nya mahal ihhh g kaya dulu,biaya mahal ihhh kaya dulu,2,Negatif,2026-05-12 15:54:26,8,5,0
selama ini saya memakai app ini sangat memuaskan. mantab lah pokoknya,lama pakai sangat muas mantab pokok,5,Positif,2026-05-12 15:49:55,11,6,0
aplikasi ini mudah dan bermanfat,mudah bermanfat,5,Positif,2026-05-12 15:48:23,5,2,0
lebih cepat dan mudah,lebih cepat mudah,5,Positif,2026-05-12 15:48:21,4,3,0
aplikasi tidak tanggung jawab buat laporan laporan laporan tapi tidak ada kelanjutan nya minim tanggung jawab nih aplikasi kalo dari pihak shope tidak suka komentar gw tolong langsung email gw,tidak tanggung jawab buat lapor lapor lapor tidak lanjut minim tanggung jawab kalau pihak tidak suka komentar gw langsung email gw,1,Negatif,2026-05-12 15:48:01,30,21,0
pusat perbelanjaan yang sangat lengkap,pusat belanja sangat lengkap,5,Positif,2026-05-12 15:40:31,5,4,0
ok🥰,,5,Positif,2026-05-12 15:39:25,1,0,0
bagus aplikasi ini mempermudah orang untuk membeli barang tertentu tanpa harus memikirkan kendaraan,bagus mudah orang beli barang tentu tanpa pikir kendara,5,Positif,2026-05-12 15:38:44,13,9,0
Trimakasih kerja sama nya,trimakasih kerja sama,5,Positif,2026-05-12 15:36:47,4,3,0
aplikasi bagus,bagus,5,Positif,2026-05-12 15:34:12,2,1,0
kualitas barang-barang di sini sangat bagus,kualitas barang barang sini sangat bagus,5,Positif,2026-05-12 15:28:53,6,6,0
udah pesen barang 4 kali dibatalin semua sama sistemnya,sen barang kali dibatalin semua sama sistem,2,Negatif,2026-05-12 15:26:43,9,7,0
Sangat membantu untuk berbelanja tanpa keluar rumah,sangat bantu belanja tanpa keluar rumah,5,Positif,2026-05-12 15:24:35,7,6,0
barang bagus sesuai pesanan,barang bagus sesuai pesan,5,Positif,2026-05-12 15:23:42,4,4,0
Sangat berfungsi,sangat fungsi,5,Positif,2026-05-12 15:22:33,2,2,0
Pelayan sangat baik pemgiriman jg tepat waktu. Penanganan untuk komplen jg sangat cepat. Bintang yg bicara ⭐⭐⭐⭐⭐,layan sangat baik pemgiriman tepat waktu tangan komplen sangat cepat bintang bicara,5,Positif,2026-05-12 15:20:21,17,12,0
kinerja yg bagus...,kerja bagus,5,Positif,2026-05-12 15:19:47,3,2,0
BUAT GEBRAKAN PERMAINAN SHOPEE LAGI DONG BIAR DAPAT VOUCHER SHOPE DISKON KAYAK SHOPE DADU,buat gebrak main biar voucher diskon kayak dadu,5,Positif,2026-05-12 15:17:58,14,8,0
mantap dah apk ini,bagus dah,5,Positif,2026-05-12 15:15:31,4,2,0
sangat agus untuk belanja,sangat agus belanja,5,Positif,2026-05-12 15:13:59,4,3,0
"Sekarang gak bisa belanja diluarnegeri dg bebas lagiii,,,, tolong balikin lagi kayak dulu ya🙏🏼plis",sekarang tidak belanja diluarnegeri bebas lagiii balikin kayak dulu plis,5,Positif,2026-05-12 15:12:55,14,10,0
"menurut sy untuk aplikasi udh bgus, dan tergolong sering bnyk diskon, namun pengiriman lama entah di kurir atau ap, trus kurir nya tdk konfirmasi ke customer kalo alamat yg tertera menurut mereka kurang jelas , padahal udah di sertakan no WA",bgus golong sering bnyk diskon kirim lama entah kurir ap trus kurir tdk konfirmasi customer kalau alamat tera kurang jelas padahal serta no wa,3,Netral,2026-05-12 15:11:36,41,24,1
"Aplikasinya Bagus Dan Murah-murah tapi satu keluhanku, aku udah cantumkan no whatsapp ku tapi kenapa ga ada telepon atau di chat di no. whatsapp yang aku cantumkan? jujur ini menganggu karna aku gatau kapan paketku datang",aplikasi bagus murah murah satu keluh cantum no whatsapp tidak telepon chat no whatsapp cantum jujur menganggu gatau kapan paket datang,4,Positif,2026-05-12 15:11:35,36,21,0
"apk nya bagus dan harga nya juga bagus,,tapi suka kesel iklan nya maksa bgt padahal aku udh donload shopee dari dulu tapi kalo buka apk lain suka ada iklan shopee mana maksa lagi ,buat apa coba kalo kita gak ada niatan belanja tapi di paksa buka apk nya aneh bgt kesell ih mana pas ada iklan nya di apk lain tuh gak sengaja kepencet dan balik lagi ke apk yang awal ada lagi itu iklan shopee sampai berkali² ,kalo cuma sekali mah gak papa biasa aja tapi kalo berkali² itu kelewatan",bagus harga bagus suka kesel iklan maksa banget padahal donload dulu kalau buka suka iklan mana maksa buat apa coba kalau tidak niat belanja paksa buka aneh banget kesell ih mana pas iklan tuh tidak sengaja pencet balik awal iklan kali kalau cuma sekali mah tidak papa biasa kalau kali lewat,3,Netral,2026-05-12 15:10:54,91,51,0
"Saya pengguna Shopee sejak 2018, saat complain atau melakukan chat dengan CS. Masalah selalu selesai dalam hitungan jam, bahkan pelayanan CS Duluh sanggat tanggap. Sampai saya di telepon dan email, penyelesaian masalah 100% okay. Tapi sekarang CSnya, kebanyakan gen Z. Cara penulisan Chat sangat malas, tidak sesuai standar dan mereka tidak mengerti sistem. Justru saya sebagai pelanggan yang harus menjelaskan detail voucher dan sistemnya, laporan saya satupun tidak ada yang selesai dan dilanjutkan",guna sejak complain laku chat cs masalah selalu selesai hitung jam bahkan layan cs duluh sanggat tanggap telepon email selesai masalah okay sekarang csnya banyak gen cara tulis chat sangat malas tidak sesuai standar tidak erti sistem justru langgan jelas detail voucher sistem lapor satu tidak selesai lanjut,1,Negatif,2026-05-12 15:07:32,73,48,0
"kadang lama kadang lama pokoknya harus diperbaiki,pengantarannya.. .",kadang lama kadang lama pokok baik antar,5,Positif,2026-05-12 15:06:39,8,7,0
sampai saat ini masih puas dengan pelayanannya,puas layan,5,Positif,2026-05-12 15:05:41,7,2,0
bagus motifnya,bagus motif,5,Positif,2026-05-12 15:05:32,2,2,0
mantabb,mantabb,5,Positif,2026-05-12 15:05:26,1,1,1
tidak bisa di skip pas iklan,tidak skip pas iklan,1,Negatif,2026-05-12 15:05:23,6,4,0
pokoknya aman belanja di shopee,pokok aman belanja,5,Positif,2026-05-12 15:03:48,5,3,0
suka banget sama shopee,suka banget sama,5,Positif,2026-05-12 15:01:59,4,3,0
Mudah2an dan simple,mudah simple,5,Positif,2026-05-12 14:59:39,3,2,0
"semua barang sesuai pesanan,kelihatan original merk barangnya,",semua barang sesuai pesan lihat original merk barang,5,Positif,2026-05-12 14:58:40,7,8,0
kenapa Ahir2 ini paket selalu lelet dalam pengantaran kami sangat butuh buat bianis,ahir paket selalu lambat antar sangat butuh buat bianis,5,Positif,2026-05-12 14:55:27,13,9,0
bagus..adminnya gercap,bagus adminnya gercap,5,Positif,2026-05-12 14:54:19,2,3,0
"saya suka aplikasi ini, karena aplikasi ini dapat membantu saya untuk berbelanja dan membeli barang lainnya",suka bantu belanja beli barang lain,5,Positif,2026-05-12 14:53:03,16,6,0
saya mau jualan di app ini tapi kenapa sekarang harus download app tambahan gak kayak dulu lagi? aku lebih suka 1 app cukup untuk segala hal biar lebih enak,mau jual sekarang download tambah tidak kayak dulu lebih suka cukup segala biar lebih enak,3,Netral,2026-05-12 14:52:32,29,15,0
"proses cepat, packing rapi..",proses cepat packing rapi,5,Positif,2026-05-12 14:50:55,4,4,0
bagusss,bagusss,5,Positif,2026-05-12 14:49:19,1,1,0
iklan nya maksa banget,iklan maksa banget,1,Negatif,2026-05-12 14:48:49,4,3,0
kenapa ya SPX itu Lelet Banget Pengirimannya...Lex lebih cepat walaupun ekonomis...!!!,spx lambat banget kirim lex lebih cepat walaupun ekonomis,1,Negatif,2026-05-12 14:48:49,11,9,0
mantap shoppee membantu sekali,bagus shoppee bantu sekali,5,Positif,2026-05-12 14:48:49,4,4,0
"potongan naik terus, jadi harus naikin harga terus. semngat naikin harga. biar customer makin betah 🤣",potong naik terus jadi naikin harga terus semngat naikin harga biar customer makin betah,2,Negatif,2026-05-12 14:48:31,16,14,7
makin ribet aktivasinya,makin ribet aktivasinya,2,Negatif,2026-05-12 14:44:54,3,3,0
Memudahkan dalam membeli sesuatu,mudah beli,5,Positif,2026-05-12 14:43:19,4,2,0
"shopee ini sangat membantu,",sangat bantu,5,Positif,2026-05-12 14:42:15,4,2,0
banyak toko penjual penipu,banyak toko jual tipu,1,Negatif,2026-05-12 14:41:05,4,4,0
"banyak discountnya,, banyak pilihan pembayarannya,, gratis ongkir",banyak discountnya banyak pilih bayar gratis ongkos kirim,5,Positif,2026-05-12 14:37:37,7,8,0
Akun gajelas. Udah ga ada tagihan tetep aja ga pyleter nya di tahan.,akun gajelas tidak tagih tetep tidak pyleter tahan,1,Negatif,2026-05-12 14:31:15,13,8,0
"tolong yah, gosah munculin iklanmu di Wattpad. ganggu banget pls, biar apa coba? -_",gosah munculin iklan wattpad ganggu banget pls biar apa coba,3,Netral,2026-05-12 14:30:44,14,10,0
bagus sesuai dengan barang dan awet,bagus sesuai barang awet,5,Positif,2026-05-12 14:30:08,6,4,0
mempermudah segala keperluan nice,mudah segala perlu nice,5,Positif,2026-05-12 14:27:57,4,4,0
penjualnya ada yang tidak amanah 👎🏻,jual tidak amanah,2,Negatif,2026-05-12 14:27:52,6,3,0
"sejauh ini si oke ya, cmn tolong dong kalo kirim paket jangan lama, udh lama di transit lama juga di kurir",jauh si cmn kalau kirim paket jangan lama lama transit lama kurir,5,Positif,2026-05-12 14:24:00,21,12,0
keren & memuaskan,keren muas,5,Positif,2026-05-12 14:22:57,3,2,0
bagus seh cukup membantu,bagus seh cukup bantu,4,Positif,2026-05-12 14:19:22,4,4,0
murah murah harga nya,murah murah harga,5,Positif,2026-05-12 14:18:52,4,3,0
video nya sering ngadat dan mbuat hp cpt panas,video sering ngadat mbuat hp cpt panas,3,Netral,2026-05-12 14:16:58,9,7,0
aplikasi najis klo urusan refund...setahun baru kelar...................,najis kalau urus refund tahun baru kelar,1,Negatif,2026-05-12 14:15:19,7,7,1
barang tidak sampai dengan waktu dan tanggal yang tertera,barang tidak waktu tanggal tera,3,Netral,2026-05-12 14:09:16,9,5,0
bagus🤪💯😖,bagus,4,Positif,2026-05-12 14:08:46,1,1,0
"knapa ongkirnya skarang makin mahal? subtotal pengiriman khusus, subtotal ukuran... mf, beralih ke tokped tiktok aja kalo gtu...",knapa ongkirnya sekarang makin mahal subtotal kirim khusus subtotal ukur mf alih tokped tiktok kalau gtu,2,Negatif,2026-05-12 14:04:47,18,16,0
iklan lu dimana mana jirr,iklan lu mana jirr,1,Negatif,2026-05-12 13:58:46,5,4,0
aplikasi mengganggu,ganggu,1,Negatif,2026-05-12 13:58:05,2,1,0
pendapatan penjual semakin berkurang....harga barang 7500 diterima penjual 4000....mikir kalau jual murah......,dapat jual makin kurang harga barang terima jual mikir kalau jual murah,5,Positif,2026-05-12 13:57:52,12,12,0
Gooood..,gooood,5,Positif,2026-05-12 13:57:24,1,1,0
untuk kerja,kerja,5,Positif,2026-05-12 13:50:47,2,1,0
SHOPEE INDONESIA APLIKASI YANG SANGAT MEMBANTU DALAM PERBELANJAAN. MAKA PATUT DIBERI BINTANG 5 🌟🌟🌟🌟🌟,indonesia sangat bantu belanja patut beri bintang,5,Positif,2026-05-12 13:47:15,14,7,0
"barang tidak di kirim, sudah 3hari tidak sampai Dan missroute, sampai hari ini pihak shopee tidak merespon. tolong response",barang tidak kirim hari tidak missroute hari pihak tidak merespon response,1,Negatif,2026-05-12 13:46:45,19,11,0
"aplikasi yang sangat bagus, terimakasih shopee",sangat bagus terimakasih,5,Positif,2026-05-12 13:44:01,6,3,0
Kurir banyak lelet parah,kurir banyak lambat buruk,1,Negatif,2026-05-12 13:43:59,4,4,0
bagus lancar murcee2 mantap,bagus lancar murcee bagus,5,Positif,2026-05-12 13:42:12,4,4,0
gak bisa login,tidak login,1,Negatif,2026-05-12 13:40:28,3,2,0
"barang komplit plit, harga ramah di saku. banyak pilihan barang.",barang komplit plit harga ramah saku banyak pilih barang,5,Positif,2026-05-12 13:38:21,10,9,0
"barang cepat sampai, selalu bagus, diskon gede gede an",barang cepat selalu bagus diskon gede gede an,5,Positif,2026-05-12 13:36:59,9,8,0
bagus terpercaya,bagus percaya,5,Positif,2026-05-12 13:35:44,2,2,0
pembelian pertama Rp 100,beli pertama rp,5,Positif,2026-05-12 13:30:36,4,3,0
untuk pesan pesan barang online sih udah bagus banget tapi sayang sekarang untuk pengiriman agak lambat tidak seperti dulu biasa 2/3 hari smpe ini harus nunggu 4/6 hari paket nya datang tapi saya maklum pasti pegawai nya cape hee,pesan pesan barang online bagus banget sayang sekarang kirim lambat tidak dulu biasa hari smpe nunggu hari paket datang maklum pegawai cape hee,4,Positif,2026-05-12 13:29:03,39,23,0
pengriman lama..,rim lama,1,Negatif,2026-05-12 13:28:44,2,2,0
sangat memudahkan di saat membutuhkan Sesuatu👍🏻,sangat mudah butuh,5,Positif,2026-05-12 13:22:23,6,3,0
"sumpah ini apk shop yang paling bagus menurut aku, barangnya murah murah, ada diskon juga, pokoknya senang bgt deh, cocok buat harga pelajar, download shoppe sekarang juga guys!!🥳🤩",sumpah shop paling bagus barang murah murah diskon pokok senang banget cocok buat harga ajar download sekarang guys,5,Positif,2026-05-12 13:22:05,28,18,0
Belanja di Shope puas banget gak pernah gagal pokonya amanah banget deh top markotop mangka nya aku kasih bintang5,belanja puas banget tidak pernah gagal poko amanah banget top markotop mangka kasih bintang,5,Positif,2026-05-12 13:20:56,19,14,0
pengiriman terjamin,kirim jamin,4,Positif,2026-05-12 13:20:51,2,2,0
AQ beli barang yg udah patah tapi nggak bisa di kembalikan kecewa AQ sama pihak shopee kan padahal AQ Uda ajak balikin 50% aja masih nggak mau. dasar shopee sekarang nggak seperti dulu yg berpihak sama konsumen,beli barang patah tidak kembali kecewa sama pihak kan padahal uda ajak balikin tidak mau dasar sekarang tidak dulu pihak sama konsumen,1,Negatif,2026-05-12 13:20:01,37,22,1
aplikasi belanja sangat mudah kurirnya juga cepat Terima kasih shopee,belanja sangat mudah kurir cepat terima kasih,5,Positif,2026-05-12 13:18:52,10,7,0
barang barang sesuai apa yg di gambarkan,barang barang sesuai apa gambar,5,Positif,2026-05-12 13:18:00,7,5,0
Lumayan sihhhhh tpi ada kekurangan sedikit😊😊,lumayan sihhhhh kurang sedikit,4,Positif,2026-05-12 13:16:43,6,4,0
"kami sangat kecewa sama apk shoope saat ini ,karena memilih kuri untuk ngantar barang sangat lama ,bayangin dari Tangerang ke pangkalan jati 2 Minggu gak di kirim,"" mengecewakan,istimasi pengirimannya mencla mencle,sangat mengecewakan shopee saat ini, kalo developernya pertahanin expedisi SPX semua pelanggan akan kabur auto di uinstall, apk,nya,",sangat kecewa sama shoope pilih kur ngantar barang sangat lama bayangin tangerang pangkal jati minggu tidak kirim kecewa istimasi kirim mencla mencle sangat kecewa kalau developer pertahanin expedisi spx semua langgan kabur auto uinstall,1,Negatif,2026-05-12 13:15:03,48,34,1
sangat bagus dan bermanfaat,sangat bagus manfaat,5,Positif,2026-05-12 13:14:33,4,3,0
siiiip....,siiiip,5,Positif,2026-05-12 13:13:38,1,1,0
"senang bgt selama berbelanja di shopee ga perlu pusing2 kesana kemari cukup buka hp semua masalah teratasi,Krn apapun semua ada di shopee..",senang banget lama belanja tidak perlu pusing kesana kemari cukup buka hp semua masalah atas apa semua,5,Positif,2026-05-12 13:11:44,22,17,0
rasanya aku sedang menunggu hari kiamat,rasa sedang tunggu hari kiamat,3,Netral,2026-05-12 13:10:42,6,5,0
harga barang dan pengiriman paling mahal dikelasnya.. potongan penjual paling banyak di kelas nya,harga barang kirim paling mahal kelas potong jual paling banyak kelas,1,Negatif,2026-05-12 13:08:41,14,11,0
"kasih bintang lima aja, bingung mau ngmng ❓",kasih bintang lima bingung mau ngmng,5,Positif,2026-05-12 13:08:23,8,6,0
mohon maaf shopee tolong yaa spilater saya limit nya di besarkan 😁,mohon maaf yaa spilater limit besar,5,Positif,2026-05-12 13:05:20,12,6,0
"saya pernah beli barang dri shopee, terus akun yg jualan ke blokir, akhirnya paket saya di cancel tanpa persetujuan saya oleh kurir SPX dan akhirnya saya mendapat peringatan dari shopee. jika terulang kembali sebanyak 2x, sistem COD saya akan di non aktifkan. padahal bukan saya yang membatalkan",pernah beli barang terus akun jual blokir akhir paket cancel tanpa tuju kurir spx akhir dapat ingat ulang banyak sistem bayar tempat non aktif padahal bukan batal,4,Positif,2026-05-12 13:04:17,47,27,0
